Location,Date,Time,T2M,T2M_MIN, ,T2MDEW,PRECTOTCORR,RH2M,GWETPROF,GWETROOT,GWETTOP
Dallas,2019,202,0.000000,55.880000,30.460000,23.600000,38.290000,19.440000,0.650000,0.620000,0.580000
Dallas,2019,203,1.340000,65.060000,28.620000,23.400000,33.800000,21.120000,0.640000,0.620000,0.590000
Dallas,2019,204,0.010000,59.190000,26.920000,21.440000,32.830000,17.370000,0.640000,0.620000,0.580000
Dallas,2019,205,0.000000,56.940000,25.960000,19.390000,32.810000,15.540000,0.640000,0.620000,0.560000
Dallas,2019,206,0.000000,55.380000,25.910000,19.340000,33.020000,15.060000,0.630000,0.620000,0.550000
Dallas,2019,207,0.000000,57.000000,26.390000,19.570000,33.150000,15.990000,0.630000,0.610000,0.530000
Dallas,2019,208,0.000000,56.750000,28.320000,20.440000,35.740000,17.710000,0.630000,0.610000,0.520000
Dallas,2019,209,0.030000,59.690000,30.390000,23.510000,37.330000,20.450000,0.620000,0.610000,0.500000
Dallas,2019,210,1.170000,59.440000,30.650000,25.410000,36.740000,21.300000,0.620000,0.610000,0.490000
Dallas,2019,211,0.090000,55.190000,31.900000,25.190000,39.280000,20.710000,0.620000,0.610000,0.480000
Dallas,2019,212,0.080000,58.620000,30.980000,24.330000,38.050000,20.700000,0.620000,0.600000,0.450000
Dallas,2019,213,0.030000,54.620000,31.240000,24.630000,38.150000,19.790000,0.620000,0.600000,0.440000
Dallas,2019,214,1.230000,61.880000,30.270000,25.140000,35.260000,21.530000,0.620000,0.600000,0.450000
Dallas,2019,215,5.140000,71.250000,29.090000,25.110000,35.130000,22.920000,0.620000,0.610000,0.500000
Dallas,2019,216,3.710000,73.000000,28.640000,24.370000,34.060000,22.790000,0.620000,0.620000,0.620000
Dallas,2019,217,0.690000,63.000000,30.470000,24.900000,35.920000,21.790000,0.620000,0.620000,0.590000
Dallas,2019,218,0.870000,61.620000,31.290000,26.390000,36.760000,22.300000,0.620000,0.610000,0.560000
Dallas,2019,219,0.470000,56.310000,32.400000,26.150000,39.700000,21.340000,0.620000,0.610000,0.540000
Dallas,2019,220,0.030000,56.380000,31.590000,25.900000,37.880000,21.240000,0.620000,0.600000,0.490000
Dallas,2019,221,0.070000,53.560000,32.830000,26.050000,39.940000,21.050000,0.620000,0.600000,0.460000
Dallas,2019,222,0.000000,48.060000,33.190000,26.490000,40.720000,19.710000,0.620000,0.600000,0.420000
Dallas,2019,223,0.000000,45.380000,33.400000,26.840000,41.070000,18.610000,0.620000,0.600000,0.400000
Dallas,2019,224,0.000000,46.620000,33.750000,27.130000,41.230000,19.620000,0.610000,0.590000,0.380000
Dallas,2019,225,8.020000,51.120000,33.020000,26.680000,40.190000,20.760000,0.620000,0.600000,0.450000
Dallas,2019,226,2.700000,65.440000,29.510000,25.590000,32.750000,21.980000,0.620000,0.610000,0.590000
Dallas,2019,227,0.130000,52.750000,31.240000,26.120000,37.330000,19.900000,0.620000,0.610000,0.550000
Dallas,2019,228,0.020000,51.000000,31.640000,23.850000,39.750000,19.130000,0.620000,0.610000,0.520000
Dallas,2019,229,0.070000,53.120000,32.860000,26.320000,39.900000,20.950000,0.620000,0.600000,0.470000
Dallas,2019,230,0.010000,52.310000,32.870000,26.580000,39.480000,21.020000,0.610000,0.600000,0.430000
Dallas,2019,231,0.000000,48.440000,33.120000,26.830000,39.900000,19.830000,0.610000,0.600000,0.400000
Dallas,2019,232,0.000000,46.380000,33.620000,27.010000,40.690000,19.510000,0.610000,0.590000,0.380000
Dallas,2019,233,0.000000,45.940000,33.130000,26.260000,39.770000,19.070000,0.610000,0.590000,0.350000
Dallas,2019,234,0.060000,43.120000,33.070000,27.010000,39.630000,17.980000,0.610000,0.590000,0.340000
Dallas,2019,235,3.660000,53.940000,31.800000,26.900000,36.730000,20.750000,0.610000,0.590000,0.390000
Dallas,2019,236,5.150000,71.120000,28.760000,25.920000,32.090000,22.770000,0.610000,0.610000,0.540000
Dallas,2019,237,0.330000,60.750000,31.080000,24.120000,38.300000,21.370000,0.610000,0.610000,0.520000
Dallas,2019,238,1.770000,52.690000,33.140000,26.480000,40.360000,21.290000,0.610000,0.600000,0.500000
Dallas,2019,239,16.210000,83.060000,27.420000,25.300000,29.770000,24.230000,0.620000,0.620000,0.670000
Dallas,2019,240,0.630000,73.060000,28.710000,23.990000,34.300000,22.910000,0.620000,0.630000,0.620000
Dallas,2019,241,0.000000,64.380000,30.190000,25.440000,35.650000,22.120000,0.620000,0.620000,0.600000
Dallas,2019,242,9.940000,70.120000,29.040000,24.980000,34.690000,22.430000,0.620000,0.630000,0.650000
Dallas,2019,243,11.120000,84.560000,26.100000,23.440000,31.010000,23.100000,0.640000,0.650000,0.700000
Dallas,2019,244,0.140000,68.250000,28.160000,22.110000,34.660000,21.020000,0.640000,0.640000,0.630000
Dallas,2019,245,0.000000,57.120000,29.270000,23.820000,35.900000,19.020000,0.630000,0.630000,0.610000
Dallas,2019,246,0.000000,57.500000,29.710000,24.200000,36.650000,19.500000,0.630000,0.620000,0.590000
Dallas,2019,247,0.000000,53.940000,30.060000,24.370000,36.980000,18.670000,0.620000,0.620000,0.590000
Dallas,2019,248,0.000000,49.750000,30.150000,23.790000,37.520000,17.420000,0.620000,0.620000,0.560000
Dallas,2019,249,0.000000,46.940000,30.510000,22.830000,38.690000,16.660000,0.620000,0.610000,0.530000
Dallas,2019,250,0.000000,43.690000,31.180000,23.660000,39.680000,15.910000,0.620000,0.610000,0.510000
Dallas,2019,251,0.000000,45.940000,31.070000,23.960000,38.970000,16.930000,0.620000,0.600000,0.470000
Dallas,2019,252,0.000000,47.810000,30.340000,23.650000,37.330000,17.190000,0.620000,0.600000,0.440000
Dallas,2019,253,0.020000,51.310000,30.260000,24.150000,37.300000,18.260000,0.610000,0.600000,0.410000
Dallas,2019,254,0.080000,56.620000,30.230000,24.170000,37.260000,19.660000,0.610000,0.590000,0.410000
Dallas,2019,255,0.060000,56.310000,30.230000,24.450000,37.150000,19.230000,0.610000,0.590000,0.390000
Dallas,2019,256,0.490000,51.810000,30.070000,25.160000,35.120000,18.440000,0.610000,0.590000,0.390000
Dallas,2019,257,0.010000,46.190000,30.870000,23.590000,38.510000,16.620000,0.610000,0.590000,0.380000
Dallas,2019,258,0.000000,46.120000,31.210000,24.070000,38.560000,17.370000,0.610000,0.590000,0.370000
Dallas,2019,259,0.000000,45.500000,31.340000,25.550000,37.990000,17.400000,0.610000,0.590000,0.350000
Dallas,2019,260,0.000000,50.940000,30.540000,24.380000,37.200000,18.620000,0.610000,0.590000,0.340000
Dallas,2019,261,0.120000,61.690000,28.750000,23.900000,35.940000,19.970000,0.610000,0.590000,0.340000
Dallas,2019,262,0.520000,70.120000,27.390000,23.300000,33.020000,21.000000,0.610000,0.590000,0.350000
Dallas,2019,263,4.640000,67.810000,29.300000,24.480000,35.550000,21.840000,0.610000,0.600000,0.420000
Dallas,2019,264,0.550000,62.060000,29.700000,24.650000,35.990000,20.690000,0.610000,0.600000,0.470000
Dallas,2019,265,1.120000,61.380000,29.460000,24.170000,35.400000,20.610000,0.610000,0.600000,0.460000
Dallas,2019,266,1.900000,64.620000,29.860000,25.480000,35.950000,21.880000,0.610000,0.600000,0.480000
Dallas,2019,267,2.570000,63.940000,29.830000,25.080000,35.030000,21.690000,0.610000,0.600000,0.500000
Dallas,2019,268,0.230000,60.560000,29.640000,24.550000,35.400000,20.740000,0.610000,0.600000,0.490000
Dallas,2019,269,0.020000,57.380000,29.440000,24.730000,35.220000,19.800000,0.610000,0.600000,0.480000
Dallas,2019,270,0.000000,51.810000,29.400000,22.500000,36.580000,17.390000,0.610000,0.600000,0.450000
Dallas,2019,271,0.000000,60.120000,30.150000,25.120000,36.120000,20.710000,0.610000,0.590000,0.410000
Dallas,2019,272,0.000000,59.310000,29.540000,25.830000,35.150000,20.250000,0.600000,0.590000,0.400000
Dallas,2019,273,0.000000,59.810000,29.790000,23.050000,36.010000,20.570000,0.600000,0.590000,0.380000
Dallas,2019,274,0.000000,55.060000,30.170000,24.440000,36.550000,18.910000,0.600000,0.590000,0.370000
Dallas,2019,275,0.000000,54.380000,29.900000,22.850000,37.020000,18.400000,0.600000,0.590000,0.350000
Dallas,2019,276,0.060000,51.810000,30.150000,23.230000,36.940000,18.000000,0.600000,0.590000,0.340000
Dallas,2019,277,0.290000,61.810000,27.840000,21.690000,34.240000,19.190000,0.600000,0.590000,0.340000
Dallas,2019,278,0.000000,58.440000,28.510000,21.900000,35.480000,18.480000,0.600000,0.590000,0.330000
Dallas,2019,279,2.380000,52.810000,28.310000,18.450000,36.690000,16.790000,0.600000,0.590000,0.340000
Dallas,2019,280,0.310000,48.310000,20.360000,15.410000,27.830000,7.660000,0.600000,0.590000,0.400000
Dallas,2019,281,0.000000,47.810000,20.350000,12.770000,28.650000,7.190000,0.600000,0.590000,0.380000
Dallas,2019,282,0.070000,57.620000,24.670000,16.090000,32.440000,15.250000,0.600000,0.590000,0.380000
Dallas,2019,283,9.730000,68.380000,26.120000,13.480000,33.560000,19.380000,0.600000,0.600000,0.440000
Dallas,2019,284,5.530000,43.620000,12.130000,7.300000,18.530000,-1.290000,0.620000,0.620000,0.660000
Dallas,2019,285,0.000000,45.880000,12.400000,4.950000,20.390000,-0.880000,0.620000,0.620000,0.600000
Dallas,2019,286,0.140000,51.000000,18.370000,11.350000,27.300000,7.650000,0.620000,0.620000,0.590000
Dallas,2019,287,0.310000,78.500000,20.640000,15.530000,27.550000,16.490000,0.610000,0.610000,0.580000
Dallas,2019,288,1.330000,74.560000,23.940000,18.010000,31.370000,18.500000,0.610000,0.610000,0.580000
Dallas,2019,289,0.000000,44.250000,16.740000,12.090000,22.570000,3.620000,0.610000,0.610000,0.550000
Dallas,2019,290,0.000000,55.620000,15.240000,9.300000,22.430000,5.480000,0.610000,0.610000,0.540000
Dallas,2019,291,0.230000,56.120000,16.650000,8.330000,26.000000,6.230000,0.610000,0.600000,0.520000
Dallas,2019,292,0.140000,60.310000,20.570000,13.770000,30.090000,11.510000,0.610000,0.600000,0.510000
Dallas,2019,293,12.670000,70.440000,22.260000,12.760000,31.930000,15.520000,0.610000,0.600000,0.540000
Dallas,2019,294,4.790000,47.120000,18.400000,12.550000,23.630000,5.270000,0.620000,0.630000,0.670000
Dallas,2019,295,0.330000,45.810000,15.570000,7.300000,23.910000,2.230000,0.620000,0.620000,0.620000
Dallas,2019,296,0.010000,56.060000,18.180000,10.050000,27.230000,8.510000,0.620000,0.620000,0.600000
Dallas,2019,297,33.180000,82.250000,16.330000,9.480000,24.090000,13.070000,0.630000,0.640000,0.740000
Dallas,2019,298,6.960000,89.380000,10.320000,8.100000,11.980000,8.600000,0.660000,0.690000,0.750000
Dallas,2019,299,0.080000,75.120000,13.190000,8.320000,20.260000,8.500000,0.660000,0.680000,0.690000
Dallas,2019,300,0.010000,64.060000,14.760000,7.870000,24.300000,6.690000,0.660000,0.660000,0.670000
Dallas,2019,301,0.900000,82.000000,14.170000,9.910000,21.380000,10.890000,0.660000,0.660000,0.660000
Dallas,2019,302,12.580000,82.560000,9.160000,6.560000,13.000000,6.290000,0.660000,0.660000,0.700000
Dallas,2019,303,10.730000,75.250000,6.410000,1.560000,10.070000,2.230000,0.680000,0.700000,0.770000
Dallas,2019,304,0.000000,52.250000,3.900000,-2.520000,10.760000,-5.860000,0.680000,0.690000,0.700000
Dallas,2019,305,0.010000,54.000000,6.550000,-1.660000,15.700000,-3.070000,0.670000,0.680000,0.690000
Dallas,2019,306,0.000000,61.060000,9.330000,2.080000,17.100000,1.590000,0.670000,0.670000,0.690000
Dallas,2019,307,0.000000,65.440000,10.860000,3.180000,19.750000,3.760000,0.670000,0.670000,0.680000
Dallas,2019,308,0.010000,79.880000,15.860000,9.270000,24.500000,12.030000,0.670000,0.660000,0.670000
Dallas,2019,309,0.360000,90.190000,17.940000,13.230000,23.640000,16.340000,0.670000,0.660000,0.670000
Dallas,2019,310,10.260000,89.060000,19.160000,15.950000,23.050000,17.220000,0.670000,0.670000,0.730000
Dallas,2019,311,16.690000,81.120000,10.500000,5.270000,18.750000,7.350000,0.690000,0.700000,0.790000
Dallas,2019,312,0.010000,66.750000,7.980000,4.910000,12.540000,1.950000,0.700000,0.700000,0.720000
Dallas,2019,313,0.000000,76.250000,11.010000,3.440000,19.870000,6.700000,0.700000,0.700000,0.710000
Dallas,2019,314,0.000000,76.380000,14.900000,7.220000,23.190000,10.440000,0.690000,0.690000,0.700000
Dallas,2019,315,0.270000,73.750000,7.990000,-2.010000,17.150000,3.540000,0.690000,0.690000,0.700000
Dallas,2019,316,0.000000,53.190000,-1.450000,-6.340000,4.590000,-9.980000,0.690000,0.690000,0.700000
Dallas,2019,317,0.440000,59.310000,1.900000,-4.490000,8.880000,-5.940000,0.690000,0.680000,0.700000
Dallas,2019,318,0.050000,70.620000,6.620000,1.960000,13.800000,0.990000,0.690000,0.680000,0.700000
Dallas,2019,319,0.000000,69.000000,7.700000,0.150000,15.310000,1.720000,0.690000,0.680000,0.690000
Dallas,2019,320,0.000000,65.190000,8.340000,1.010000,16.510000,1.580000,0.680000,0.680000,0.690000
Dallas,2019,321,0.000000,74.440000,10.310000,3.920000,18.870000,5.510000,0.680000,0.670000,0.690000
Dallas,2019,322,0.000000,68.310000,12.060000,5.890000,20.760000,5.590000,0.680000,0.670000,0.680000
Dallas,2019,323,0.000000,63.940000,14.620000,7.140000,24.720000,7.200000,0.680000,0.670000,0.670000
Dallas,2019,324,0.790000,87.380000,17.690000,12.780000,23.390000,15.510000,0.680000,0.670000,0.680000
Dallas,2019,325,5.000000,89.120000,19.830000,11.240000,24.780000,17.840000,0.680000,0.670000,0.700000
Dallas,2019,326,4.410000,77.500000,8.760000,3.980000,12.730000,4.860000,0.690000,0.680000,0.720000
Dallas,2019,327,0.000000,76.250000,6.730000,1.650000,13.380000,2.510000,0.690000,0.680000,0.700000
Dallas,2019,328,0.000000,64.560000,10.230000,2.480000,19.300000,2.920000,0.680000,0.680000,0.690000
Dallas,2019,329,0.000000,66.560000,13.640000,7.840000,20.780000,6.620000,0.680000,0.680000,0.690000
Dallas,2019,330,0.100000,75.250000,15.760000,11.110000,19.720000,10.900000,0.680000,0.670000,0.690000
Dallas,2019,331,4.210000,58.500000,7.420000,3.060000,10.980000,-0.570000,0.680000,0.670000,0.700000
Dallas,2019,332,9.000000,87.440000,8.170000,6.670000,9.690000,6.200000,0.690000,0.690000,0.750000
Dallas,2019,333,7.220000,94.620000,14.110000,8.350000,20.760000,13.250000,0.700000,0.700000,0.750000
Dallas,2019,334,2.990000,63.500000,17.150000,8.170000,20.730000,9.000000,0.700000,0.700000,0.730000
Dallas,2019,335,0.130000,55.560000,7.330000,2.860000,13.090000,-1.490000,0.700000,0.700000,0.710000
Dallas,2019,336,0.000000,63.060000,6.550000,0.840000,12.990000,-0.490000,0.700000,0.700000,0.710000
Dallas,2019,337,0.000000,67.000000,9.390000,2.970000,19.150000,3.040000,0.700000,0.700000,0.700000
Dallas,2019,338,0.000000,69.060000,11.240000,3.790000,19.190000,5.080000,0.700000,0.690000,0.700000
Dallas,2019,339,0.000000,71.440000,13.760000,7.870000,20.940000,8.420000,0.700000,0.690000,0.700000
Dallas,2019,340,0.000000,73.310000,11.760000,7.470000,16.030000,6.870000,0.690000,0.690000,0.700000
Dallas,2019,341,0.000000,75.560000,9.190000,2.880000,16.330000,4.720000,0.690000,0.680000,0.700000
Dallas,2019,342,0.000000,79.810000,13.500000,7.300000,19.940000,9.860000,0.690000,0.680000,0.700000
Dallas,2019,343,3.320000,76.250000,12.830000,3.940000,19.580000,8.490000,0.690000,0.680000,0.700000
Dallas,2019,344,5.670000,78.940000,2.860000,0.190000,6.980000,-0.520000,0.700000,0.700000,0.730000
Dallas,2019,345,0.000000,77.060000,4.110000,-0.870000,11.830000,-0.010000,0.700000,0.700000,0.710000
Dallas,2019,346,0.000000,77.750000,6.180000,-0.160000,13.470000,2.180000,0.700000,0.690000,0.710000
Dallas,2019,347,0.000000,83.190000,8.970000,4.720000,16.330000,6.100000,0.700000,0.690000,0.700000
Dallas,2019,348,0.000000,77.060000,9.440000,3.390000,17.080000,5.140000,0.700000,0.690000,0.700000
Dallas,2019,349,0.020000,81.310000,11.050000,5.090000,20.590000,7.510000,0.690000,0.690000,0.700000
Dallas,2019,350,0.080000,75.190000,4.040000,0.150000,7.300000,-0.040000,0.690000,0.690000,0.700000
Dallas,2019,351,0.000000,69.000000,2.110000,-3.200000,9.800000,-3.730000,0.690000,0.680000,0.700000
Dallas,2019,352,0.000000,52.560000,4.840000,-2.980000,13.920000,-4.940000,0.690000,0.680000,0.700000
Dallas,2019,353,0.000000,53.940000,5.430000,-0.470000,14.330000,-3.820000,0.690000,0.680000,0.690000
Dallas,2019,354,0.370000,77.560000,5.970000,3.420000,8.630000,2.290000,0.690000,0.680000,0.700000
Dallas,2019,355,0.110000,88.810000,7.090000,5.770000,9.520000,5.350000,0.690000,0.680000,0.700000
Dallas,2019,356,0.000000,87.620000,6.890000,2.520000,12.980000,5.200000,0.690000,0.680000,0.700000
Dallas,2019,357,0.000000,76.190000,8.700000,2.330000,17.550000,4.300000,0.690000,0.680000,0.690000
Dallas,2019,358,0.010000,66.310000,9.970000,3.080000,19.600000,3.270000,0.680000,0.680000,0.690000
Dallas,2019,359,0.000000,72.810000,11.850000,5.050000,20.440000,6.660000,0.680000,0.670000,0.680000
Dallas,2019,360,0.000000,92.120000,13.490000,8.330000,19.570000,12.710000,0.680000,0.670000,0.680000
Dallas,2019,361,0.100000,82.500000,15.710000,11.160000,21.290000,12.330000,0.680000,0.670000,0.680000
Dallas,2019,362,12.760000,94.250000,15.620000,9.870000,19.580000,14.700000,0.690000,0.690000,0.760000
Dallas,2019,363,0.110000,66.380000,7.010000,2.450000,11.130000,0.750000,0.700000,0.700000,0.710000
Dallas,2019,364,0.000000,59.000000,4.380000,-0.430000,11.490000,-3.630000,0.690000,0.690000,0.700000
Dallas,2019,365,0.000000,54.120000,5.330000,-1.720000,12.550000,-4.100000,0.690000,0.690000,0.700000
Dallas,2020,1,0.000000,64.310000,7.520000,2.940000,11.690000,0.990000,0.690000,0.690000,0.700000
Dallas,2020,2,0.010000,88.880000,11.670000,7.880000,17.820000,10.300000,0.690000,0.690000,0.700000
Dallas,2020,3,0.000000,76.620000,8.640000,4.730000,14.130000,4.660000,0.690000,0.680000,0.700000
Dallas,2020,4,0.000000,67.620000,7.160000,1.930000,13.910000,0.840000,0.690000,0.680000,0.700000
Dallas,2020,5,0.000000,66.250000,9.550000,4.330000,18.370000,2.760000,0.690000,0.680000,0.690000
Dallas,2020,6,0.000000,75.560000,8.600000,2.210000,17.380000,4.020000,0.680000,0.680000,0.690000
Dallas,2020,7,0.000000,57.560000,7.480000,0.320000,16.880000,-1.380000,0.680000,0.680000,0.680000
Dallas,2020,8,0.300000,58.380000,8.970000,1.230000,16.740000,0.480000,0.680000,0.670000,0.680000
Dallas,2020,9,0.310000,93.000000,15.490000,10.180000,19.240000,14.380000,0.680000,0.670000,0.690000
Dallas,2020,10,31.920000,91.380000,17.800000,5.480000,22.050000,16.330000,0.700000,0.700000,0.800000
Dallas,2020,11,4.960000,72.560000,1.920000,-0.880000,5.770000,-2.570000,0.710000,0.730000,0.770000
Dallas,2020,12,0.020000,82.810000,4.580000,-1.630000,12.570000,1.590000,0.710000,0.720000,0.740000
Dallas,2020,13,0.110000,92.190000,9.610000,3.900000,17.560000,8.600000,0.710000,0.720000,0.730000
Dallas,2020,14,0.020000,88.380000,12.810000,8.220000,19.750000,11.520000,0.710000,0.710000,0.730000
Dallas,2020,15,1.140000,85.120000,17.740000,11.550000,25.080000,15.330000,0.710000,0.710000,0.730000
Dallas,2020,16,17.820000,84.690000,9.310000,6.400000,12.510000,6.830000,0.720000,0.730000,0.800000
Dallas,2020,17,7.410000,92.880000,11.300000,7.570000,15.220000,10.250000,0.730000,0.740000,0.800000
Dallas,2020,18,0.020000,69.380000,10.040000,2.540000,15.160000,4.100000,0.730000,0.740000,0.760000
Dallas,2020,19,0.090000,59.940000,5.140000,-0.920000,11.880000,-2.840000,0.730000,0.730000,0.750000
Dallas,2020,20,0.000000,62.750000,6.120000,-0.650000,13.040000,-1.210000,0.730000,0.730000,0.750000
Dallas,2020,21,2.060000,69.810000,5.430000,0.990000,10.080000,0.180000,0.730000,0.730000,0.750000
Dallas,2020,22,6.840000,92.620000,4.980000,3.150000,6.830000,3.900000,0.740000,0.740000,0.800000
Dallas,2020,23,0.730000,80.500000,8.080000,4.660000,13.770000,4.620000,0.740000,0.740000,0.770000
Dallas,2020,24,0.000000,69.060000,6.990000,0.990000,14.110000,1.120000,0.740000,0.730000,0.750000
Dallas,2020,25,0.020000,72.310000,9.730000,2.280000,17.370000,4.530000,0.730000,0.730000,0.750000
Dallas,2020,26,0.050000,87.750000,11.480000,6.530000,17.420000,9.720000,0.730000,0.730000,0.750000
Dallas,2020,27,0.110000,87.560000,11.460000,6.230000,18.310000,9.740000,0.730000,0.730000,0.740000
Dallas,2020,28,8.120000,85.310000,10.780000,4.620000,16.450000,8.280000,0.740000,0.740000,0.790000
Dallas,2020,29,0.080000,78.000000,5.620000,3.270000,10.370000,1.980000,0.740000,0.740000,0.760000
Dallas,2020,30,0.010000,84.000000,5.060000,2.730000,7.850000,2.490000,0.740000,0.730000,0.760000
Dallas,2020,31,0.000000,77.310000,6.120000,1.420000,12.370000,2.010000,0.740000,0.730000,0.750000
Dallas,2020,32,0.000000,58.880000,8.070000,-0.050000,17.080000,-0.390000,0.730000,0.730000,0.750000
Dallas,2020,33,0.000000,56.750000,12.750000,4.410000,23.650000,3.790000,0.730000,0.730000,0.740000
Dallas,2020,34,2.790000,85.000000,14.980000,9.690000,19.570000,12.380000,0.730000,0.730000,0.750000
Dallas,2020,35,2.100000,82.190000,10.460000,2.630000,16.940000,7.500000,0.730000,0.730000,0.760000
Dallas,2020,36,4.970000,80.750000,2.000000,-0.530000,4.630000,-1.000000,0.730000,0.730000,0.770000
Dallas,2020,37,0.030000,67.500000,0.890000,-4.470000,6.810000,-5.210000,0.740000,0.730000,0.760000
Dallas,2020,38,0.350000,70.190000,5.510000,-1.490000,14.530000,-0.080000,0.740000,0.730000,0.750000
Dallas,2020,39,0.110000,64.120000,9.870000,3.360000,17.050000,2.840000,0.730000,0.730000,0.750000
Dallas,2020,40,1.870000,91.690000,16.330000,12.710000,20.760000,14.960000,0.730000,0.730000,0.750000
Dallas,2020,41,11.710000,79.250000,7.060000,4.490000,12.420000,3.620000,0.740000,0.740000,0.800000
Dallas,2020,42,8.850000,84.380000,5.310000,4.290000,6.540000,2.870000,0.750000,0.750000,0.800000
Dallas,2020,43,35.040000,90.120000,6.170000,2.700000,10.260000,4.650000,0.770000,0.800000,0.890000
Dallas,2020,44,0.100000,74.190000,2.840000,-1.850000,7.460000,-1.640000,0.780000,0.790000,0.800000
Dallas,2020,45,0.000000,71.440000,2.550000,-4.460000,10.400000,-2.600000,0.780000,0.780000,0.800000
Dallas,2020,46,0.000000,81.190000,8.370000,0.970000,16.270000,4.980000,0.780000,0.770000,0.790000
Dallas,2020,47,0.000000,81.060000,13.690000,6.530000,23.050000,10.530000,0.770000,0.770000,0.780000
Dallas,2020,48,0.010000,85.250000,16.730000,11.000000,24.670000,14.090000,0.770000,0.770000,0.780000
Dallas,2020,49,1.700000,74.440000,11.190000,8.370000,13.570000,6.590000,0.770000,0.770000,0.790000
Dallas,2020,50,10.050000,81.190000,8.510000,5.830000,11.750000,5.340000,0.770000,0.770000,0.800000
Dallas,2020,51,5.920000,73.190000,6.560000,1.380000,12.110000,1.700000,0.780000,0.790000,0.840000
Dallas,2020,52,0.000000,64.690000,3.690000,-3.020000,9.430000,-3.190000,0.780000,0.780000,0.800000
Dallas,2020,53,0.000000,69.500000,7.510000,1.940000,13.530000,2.000000,0.780000,0.770000,0.790000
Dallas,2020,54,0.150000,89.880000,11.510000,7.270000,14.870000,9.900000,0.780000,0.770000,0.790000
Dallas,2020,55,0.010000,76.620000,12.330000,6.930000,17.290000,7.850000,0.780000,0.770000,0.780000
Dallas,2020,56,0.000000,70.190000,8.800000,3.870000,15.230000,3.010000,0.770000,0.770000,0.780000
Dallas,2020,57,0.070000,64.120000,4.080000,-0.750000,8.800000,-2.600000,0.770000,0.770000,0.770000
Dallas,2020,58,0.000000,59.940000,5.580000,-3.350000,14.600000,-2.490000,0.770000,0.760000,0.770000
Dallas,2020,59,0.000000,63.940000,9.570000,0.410000,17.740000,2.310000,0.770000,0.760000,0.770000
Dallas,2020,60,0.000000,59.380000,13.200000,5.650000,21.900000,4.700000,0.770000,0.760000,0.770000
Dallas,2020,61,0.000000,81.310000,16.440000,10.740000,22.640000,12.920000,0.770000,0.750000,0.770000
Dallas,2020,62,0.020000,81.690000,16.010000,12.440000,20.360000,12.660000,0.760000,0.750000,0.770000
Dallas,2020,63,0.180000,83.440000,14.870000,11.550000,18.050000,11.960000,0.760000,0.750000,0.770000
Dallas,2020,64,26.630000,84.500000,12.620000,9.810000,15.260000,9.920000,0.770000,0.770000,0.870000
Dallas,2020,65,0.070000,68.940000,12.350000,4.770000,20.980000,5.830000,0.780000,0.780000,0.800000
Dallas,2020,66,0.060000,60.500000,10.540000,2.820000,18.290000,2.260000,0.780000,0.770000,0.790000
Dallas,2020,67,0.000000,67.690000,10.040000,5.260000,15.970000,3.980000,0.770000,0.770000,0.780000
Dallas,2020,68,0.060000,81.500000,12.480000,5.710000,18.430000,9.230000,0.770000,0.770000,0.780000
Dallas,2020,69,0.930000,84.810000,17.520000,13.400000,23.720000,14.710000,0.770000,0.770000,0.780000
Dallas,2020,70,0.010000,81.380000,16.820000,8.290000,24.390000,13.260000,0.770000,0.760000,0.770000
Dallas,2020,71,0.190000,81.310000,21.200000,15.880000,27.750000,17.440000,0.770000,0.760000,0.770000
Dallas,2020,72,7.150000,84.120000,22.250000,18.100000,28.080000,19.150000,0.770000,0.760000,0.790000
Dallas,2020,73,24.190000,93.060000,17.830000,14.250000,20.770000,16.610000,0.780000,0.780000,0.860000
Dallas,2020,74,2.800000,91.310000,16.510000,11.490000,20.000000,15.050000,0.790000,0.790000,0.820000
Dallas,2020,75,19.690000,87.750000,12.980000,9.360000,17.480000,10.960000,0.790000,0.790000,0.840000
Dallas,2020,76,7.090000,91.440000,14.610000,11.200000,18.870000,13.210000,0.810000,0.820000,0.860000
Dallas,2020,77,28.700000,92.810000,18.130000,13.650000,22.400000,17.010000,0.820000,0.830000,0.900000
Dallas,2020,78,17.500000,93.120000,20.670000,18.510000,22.940000,19.520000,0.840000,0.860000,0.910000
Dallas,2020,79,15.840000,89.810000,21.290000,17.940000,25.120000,19.500000,0.860000,0.870000,0.910000
Dallas,2020,80,1.910000,74.500000,11.210000,5.800000,17.260000,6.720000,0.860000,0.860000,0.870000
Dallas,2020,81,5.080000,80.120000,9.480000,4.230000,15.450000,5.990000,0.860000,0.850000,0.870000
Dallas,2020,82,2.990000,89.380000,13.910000,9.810000,17.650000,12.170000,0.870000,0.860000,0.880000
Dallas,2020,83,0.180000,89.500000,18.210000,12.620000,23.440000,16.440000,0.860000,0.850000,0.860000
Dallas,2020,84,0.020000,75.690000,20.590000,15.320000,26.340000,15.480000,0.860000,0.840000,0.840000
Dallas,2020,85,0.000000,75.940000,20.210000,12.260000,28.130000,15.540000,0.850000,0.840000,0.840000
Dallas,2020,86,0.010000,83.250000,22.470000,17.340000,28.310000,19.260000,0.840000,0.830000,0.840000
Dallas,2020,87,0.130000,84.620000,22.620000,18.430000,26.530000,19.780000,0.840000,0.820000,0.830000
Dallas,2020,88,4.040000,66.880000,18.750000,11.320000,22.580000,11.570000,0.840000,0.830000,0.840000
